Date,InstID,ChT,Ch1,Ch2,Ch3,Ch4,Ch5,
2020/09/25 13:00:20,200166812,34.0,89.906,0.999,0.015,0.013,1.000,
2020/09/25 14:00:20,200166812,34.0,89.906,0.999,0.015,0.013,1.000,
2020/09/25 15:00:20,200166812,34.0,89.906,0.999,0.015,0.013,1.000,
