Date,InstID,ChT,Ch1,Ch2,Ch3,Ch4,Ch5,
2020/09/25 13:00:20,200166819,20.4,89.773,0.996,0.059,0.058,1.000,
2020/09/25 14:00:20,200166819,19.9,89.764,0.996,0.059,0.058,1.000,
2020/09/25 15:00:20,200166819,18.9,89.762,0.996,0.059,0.058,1.000,
